gene	ensembl_gene_id	B_Cell_CD79A	T_Cell_IL7R	T_Cell_GZMK	T_Cell_XCL1	High_Proliferation_Erythrocyte	Monocyte	Macrophage_C1QB	Fibroblast_PTGDS	Plasma_Cell_JCHAIN	T_Cell_GZMA	NK_T_Cell_GNLY
RP11-348P10.2		0.0052939997516001	0.005264092739631	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF502	ENSG00000281448	0.0289567698508799	0.0130699391393923	0.0	0.0349041689009407	0.0	0.0	0.118308192842354	0.0	0.0	0.0	0.0
ZNF501	ENSG00000281661	0.0295591678395705	0.0170371434716524	0.0276134775861402	0.0127907988109673	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KIAA1143	ENSG00000281665	0.184049221825216	0.263357450790815	0.295432636928236	0.12007682034021	0.201716591876361	0.282885431400283	0.312726841681269	0.0	0.0	0.0	0.0
KIF15	ENSG00000280610	0.0041172231628806	0.0083863954711944	0.0068284042497256	0.0	0.439048736717064	0.0	0.0	0.0	0.0	0.0	1.13882245757886
TMEM42	ENSG00000280516	0.0639782041416983	0.0876753935214037	0.076488644821462	0.160238728715479	0.401821736597844	0.0	0.0	0.0	0.0	0.0	0.0
ZDHHC3	ENSG00000163812	0.151503528684025	0.109080714595541	0.197955106963708	0.116309882141786	0.207892419556291	0.231273301267338	0.0858332260418008	0.0	0.0	0.0	0.0
EXOSC7	ENSG00000075914	0.125215008236639	0.192062515961754	0.138331496856225	0.284765484471596	0.0	0.107342206955775	0.0	0.0	0.175484776695622	0.0	0.0
LARS2	ENSG00000011376	0.0594220046998043	0.0475994967474593	0.0	0.0823424610221356	0.0595833929167263	0.0	0.0	0.0	0.0	0.0	0.0
LIMD1	ENSG00000144791	0.20118861103454	0.0679777573816474	0.159831126968883	0.0525806311912646	0.0	0.290697674418605	0.404356837563371	0.0	0.469704086425552	0.0	0.0
LIMD1-AS1	ENSG00000230530	0.0202664444486151	0.0185966224614617	0.0293789294318115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SACM1L	ENSG00000211456	0.190372861623053	0.407895307846476	0.366865625627557	0.446898785190096	0.534504455310799	0.272249858670815	0.192324698523121	0.0	0.557642239608156	0.0	0.0
SLC6A20	ENSG00000163817	0.0043179972524263	0.0013527430314457	0.024913549981564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LZTFL1	ENSG00000163818	0.0463877821236297	0.109168431184336	0.0422005030299961	0.0824355131201853	0.18034855044677	0.0	0.232666804409586	0.0	0.0	0.0	0.0
CCR9	ENSG00000173585	0.0066628688875396	0.007554623771516	0.0	0.0	0.0	0.0	0.120402143158148	0.0	0.469704086425552	0.0	0.0
FYCO1	ENSG00000163820	0.0678411763648239	0.0904699967433418	0.311630773600576	0.318859100958016	0.115837271800575	0.0	0.0985464400098547	0.0	0.0	0.0	1.13882245757886
CXCR6	ENSG00000172215	0.0017517264139672	0.0117332291954651	0.405623778919071	0.127238155771224	0.0	0.0	0.0	0.0	0.0	0.0	0.0
XCR1	ENSG00000173578	0.0	0.0	0.0	0.0	0.133876873439498	0.0	0.344021880074943	0.0	0.0	0.0	0.0
CCR1	ENSG00000163823	0.0012569549131733	0.0014496760191548	0.0034142021248628	0.0	0.0	0.987216862180859	0.0	3.94477317554241	0.0	0.0	0.0
CCR2	ENSG00000121807	0.001050203558383	0.0067507409709859	0.0235804565176382	0.126208930843976	0.0	0.518547073171963	0.0	0.0	0.0	0.0	0.0
RP11-24F11.2		0.0028926805295029	0.0064139919106388	0.0	0.0147702415082189	0.0	0.231273301267338	0.0	0.0	0.0	0.0	0.0
CCR5	ENSG00000160791	0.0	0.0043261165566685	0.0935868135730419	0.0899670852742294	0.23448583119365	0.0	0.0	0.0	0.0	0.0	0.0
CCRL2	ENSG00000121797	0.0028766278080143	0.0055015480251308	0.0	0.0161220633661579	0.0	0.155159038013964	0.239455894660435	0.0	0.0	0.0	0.0
LRRC2	ENSG00000163827	0.0	0.0039757166063674	0.031644167663458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALS2CL	ENSG00000178038	0.0	0.0213735687200769	0.0	0.0190746505524019	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCDC12	ENSG00000160799	0.905609125465233	0.56973122034271	0.695884827662879	0.691541150609478	1.03570348843177	0.514948804524588	0.57805448093974	0.0	0.0	0.0	0.0
NBEAL2	ENSG00000160796	0.0768230304178873	0.152386028715419	0.364772612628895	0.24772659564761	0.316652581959821	0.0	0.227842378850736	0.0	0.0	0.0	2.27764491515773
SETD2	ENSG00000181555	0.880235185486552	0.689047424450877	0.78160126620231	0.734124819210878	1.16303559339152	0.40302122663709	0.776115988575264	0.0	1.22172895003188	4.53810287121486	1.13882245757886
KIF9-AS1	ENSG00000227398	0.0123044137043252	0.0059815375851752	0.0	0.03631969111748	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KIF9	ENSG00000088727	0.0560534473167561	0.0469355065878383	0.0394518114358558	0.0953005916704149	0.0887256337228389	0.0	0.0	0.0	0.242101440503571	0.0	0.0
KLHL18	ENSG00000114648	0.249871890482392	0.127078741778673	0.108001543720404	0.155847596553553	0.218144746360406	0.0	0.297986563498953	0.0	0.0	0.0	0.0
RP11-708J19.1		0.0290868227438272	0.0367200518091079	0.128993334516308	0.0677371466632339	0.0887256337228389	0.0	0.0	0.0	0.0	0.0	0.0
PTPN23	ENSG00000076201	0.0972211465095285	0.0748732879592215	0.0543223892942363	0.0831405218736845	0.238856659656101	0.40016006402561	0.0	0.0	0.0	0.0	0.0
SCAP	ENSG00000114650	0.159293544321947	0.199889008108434	0.328835361209684	0.214298374654249	0.252021070753437	0.107342206955775	0.118308192842354	0.0	0.175484776695622	2.23713646532438	0.0
ELP6	ENSG00000163832	0.141292236426065	0.128365923988064	0.171211484173706	0.14475103160866	0.34166494163866	0.16490765171504	0.123388250231361	0.0	0.0	0.0	0.0
CSPG5	ENSG00000114646	0.0046595290689926	0.0052830171211639	0.0	0.0175211743391889	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SMARCC1	ENSG00000173473	0.945651883035303	0.63006320124947	0.463216817258546	0.696970100984664	1.09570169336263	0.155159038013964	1.18496211570004	0.0	1.58901450069798	4.60193281178095	1.13882245757886
DHX30	ENSG00000132153	0.312529120282041	0.345210374629696	0.32388410230535	0.404600002878857	0.0595833929167263	1.38332560747071	0.684444199812741	0.0	0.175484776695622	0.0	0.0
MAP4	ENSG00000047849	0.303378715166029	0.267048652117659	0.557126960529774	0.455067026992624	0.877070659241516	0.412435453110764	0.793461373630477	0.0	0.140056022408964	0.0	0.0
CDC25A	ENSG00000164045	0.0015338688989981	0.0	0.0034142021248628	0.0087766192666564	0.0595833929167263	0.0	0.0	0.0	0.0	0.0	0.0
CAMP	ENSG00000164047	0.0420232702939714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.140056022408964	0.0	0.0
ZNF589	ENSG00000164048	0.0518773589909001	0.022525670920118	0.0296871567422502	0.0129741567771157	0.0	0.0	0.120402143158148	0.0	0.0	0.0	0.0
NME6	ENSG00000172113	0.090278156355804	0.0870335462387703	0.048109823383595	0.13479526137593	0.0669384367197488	0.107342206955775	0.152939659210632	0.0	0.0	0.0	1.13882245757886
CCDC51	ENSG00000164051	0.032001521713086	0.0298080131256066	0.0	0.0233719671951068	0.0	0.0	0.0	0.0	0.175484776695622	0.0	0.0
TMA7	ENSG00000232112	4.21468684291634	6.43365402255939	5.96220424222561	6.0359696617982	8.32620473693959	4.6169997709916	5.87829695995861	3.94477317554241	6.03438881057242	6.77523933653924	5.69411228789432
RP11-24C3.2		0.0056005804064135	0.0025414407325855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ATRIP.1		0.0400745215971855	0.029132633033724	0.0603747880444173	0.0333276301883156	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TREX1	ENSG00000213689	0.0147553394363421	0.0114479265014012	0.0	0.0	0.0669384367197488	0.0	0.0	0.0	0.0	0.0	0.0
SHISA5	ENSG00000164054	0.568821044980753	0.51261169717953	0.672041831020177	0.890602252455812	0.558316974552014	0.250979092908088	0.598187289962707	0.0	0.595652843922512	0.0	2.27764491515773
PFKFB4	ENSG00000114268	0.0082952679721798	0.0045792721063958	0.0	0.0	0.0	0.143636885952313	0.0	0.0	0.0	0.0	0.0
UQCRC1	ENSG00000010256	0.343532964426104	0.323364960997794	0.349206948697971	0.553010693002631	0.770093752867778	0.817758759905727	1.26464730288441	0.0	0.889499035987596	0.0	1.13882245757886
SLC26A6	ENSG00000225697	0.0108188654241668	0.0212022792071726	0.0	0.0435460591055385	0.0	0.16490765171504	0.0	0.0	0.175484776695622	0.0	0.0
CELSR3	ENSG00000008300	0.0012766034427913	0.0058344247574069	0.0337286329110508	0.027378058129093	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NCKIPSD	ENSG00000213672	0.0272108911432765	0.0442063525463352	0.0321936771618054	0.0409097248089328	0.091622916723931	0.0	0.118308192842354	0.0	0.0	0.0	0.0
IP6K2	ENSG00000068745	0.378713485151527	0.348589281442661	0.246482279203211	0.332474302339184	0.623748315474014	0.0	0.555311430461213	0.0	0.645188863121174	0.0	0.0
PRKAR2A	ENSG00000114302	0.321343944969435	0.472779598251141	0.832630880907513	0.389965875126221	0.0	0.883014222818423	1.77848958589777	0.0	0.609760108834515	0.0	0.0
PRKAR2A-AS1	ENSG00000224424	0.0079545064077188	0.0139333102659995	0.0	0.0092158424017222	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC25A20	ENSG00000178537	0.0387229188274042	0.0903424500290334	0.207540047539869	0.0582276131081212	0.238856659656101	0.0	0.562499282213264	0.0	0.0	0.0	0.0
ARIH2OS	ENSG00000221883	0.0314793558915831	0.0528946404091932	0.0	0.0670753396769798	0.0	0.16490765171504	0.0	0.0	0.0	2.30096640589047	0.0
ARIH2	ENSG00000177479	0.681861056788425	0.724407502394345	0.822423996410265	0.643500447468777	0.713595757788117	0.310318076027929	0.571540320170859	0.0	0.645188863121174	2.30096640589047	0.0
RP13-131K19.1		0.0024060010609807	0.0016612344300803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P4HTM	ENSG00000178467	0.16688621300339	0.225116882362393	0.180113374795906	0.195176863163568	0.176826308513551	0.0	0.0858332260418008	0.0	0.296428042092782	0.0	0.0
WDR6	ENSG00000178252	0.295892718469038	0.31135518803428	0.35952947538827	0.307843676344696	0.182775708520323	0.0	0.207135829320077	0.0	0.645188863121174	0.0	0.0
DALRD3	ENSG00000178149	0.400042212922638	0.305724851443842	0.369066315906355	0.279520796362745	0.18756134899691	0.0	0.166917042230012	0.0	0.0	2.23713646532438	0.0
NDUFAF3	ENSG00000178057	0.423198718072682	0.533874601324172	0.852688061519158	0.488917714314064	1.37838732662221	0.497569845311833	0.923653662493114	0.0	0.820673639816795	0.0	1.13882245757886
IMPDH2	ENSG00000178035	0.645188118516452	0.714587133475942	0.397581036077542	0.313995373312811	1.18005960063643	0.605601121378256	0.840833118702999	0.0	0.557642239608156	2.23713646532438	6.83293474547318
RP13-131K19.6		0.0092041604191955	0.011283327901788	0.0	0.0	0.0	0.0	0.166917042230012	0.0	0.0	0.0	0.0
QRICH1	ENSG00000198218	0.4832961	0.4570197	0.4060805	0.4381208	0.5172279	0.0	0.4752208	3.944773	0.4910256	0.0	1.138822
QARS	ENSG00000172053	0.2461189	0.2108713	0.2419635	0.1573409	0.3750405	0.4556053	0.2997581	0.0	0.140056	0.0	2.277645
USP19	ENSG00000172046	0.1227114	0.1209543	0.1869575	0.125371	0.0	0.4388345	0.0	0.0	0.0	2.300966	0.0
CCDC71	ENSG00000177352	0.05291789	0.02924463	0.09604507	0.0	0.09883572	0.0	0.2386044	0.0	0.140056	0.0	0.0
KLHDC8B	ENSG00000185909	0.002261196	0.005876795	0.0	0.0	0.0	0.155159	0.0	0.0	0.0	0.0	0.0
C3orf62		0.03641925	0.03150527	0.0970302	0.03147354	0.0	0.0	0.0	0.0	0.0	0.0	0.0
USP4	ENSG00000114316	0.34624	0.2563075	0.2740295	0.3620309	0.4588898	0.0	0.1290989	0.0	0.140056	0.0	0.0
GPX1	ENSG00000233276	1.258313	0.6418853	0.6662367	0.60526	1.124147	4.376037	5.065477	0.0	0.9061882	0.0	0.0
RHOA	ENSG00000067560	4.291884	3.395465	4.380755	3.454138	7.841285	10.65284	5.408748	0.0	3.681503	0.0	5.694112
TCTA	ENSG00000145022	0.3303922	0.2930796	0.2213423	0.515708	0.0	0.3033813	0.04937174	0.0	0.0	0.0	0.0
AMT	ENSG00000145020	0.01584995	0.01091812	0.0	0.01580176	0.0	0.0	0.166917	0.0	0.0	0.0	0.0
NICN1	ENSG00000145029	0.03752477	0.02483443	0.02975287	0.04770458	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DAG1	ENSG00000173402	0.04307346	0.03240437	0.04758571	0.04439017	0.1230194	0.0	0.04937174	0.0	0.0	0.0	0.0
APEH	ENSG00000164062	0.1440707	0.1692821	0.2551493	0.247639	0.7467677	0.1453488	0.3628441	0.0	0.0	0.0	1.138822
MST1	ENSG00000173531	0.008759436	0.01638681	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNF123	ENSG00000164068	0.05024933	0.0513392	0.01241077	0.1035014	0.1158373	0.1649077	0.0	0.0	0.296428	0.0	0.0
GMPPB	ENSG00000173540	0.06429824	0.09020166	0.1868041	0.1133653	0.1943615	0.0	0.2168546	0.0	0.4175862	2.300966	0.0
IP6K1	ENSG00000176095	0.3580136	0.2438052	0.1989791	0.257255	0.1230194	0.155159	0.5105714	0.0	0.0	0.0	0.0
FAM212A	ENSG00000185614	0.08346078	0.01424256	0.0	0.01307759	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UBA7	ENSG00000182179	0.26532	0.1527866	0.3688958	0.2113068	0.3116045	0.0	0.1308216	0.0	0.0	0.0	0.0
TRAIP	ENSG00000183763	0.0003276207	0.002301501	0.006828404	0.0242576	0.1172429	0.0	0.0	0.0	0.0	0.0	0.0
MON1A	ENSG00000164077	0.05269819	0.04607153	0.0	0.1107423	0.1172429	0.155159	0.2041414	0.0	0.0	0.0	0.0
RBM6	ENSG00000004534	0.6414006	0.4313749	0.3791841	0.4988691	0.4302201	0.1073422	0.7468321	0.0	1.18151	0.0	0.0
RBM5	ENSG00000003756	0.4794693	0.4129381	0.2751083	0.319897	0.2437647	0.6182847	0.166917	0.0	0.3821575	0.0	0.0
RBM5-AS1	ENSG00000281691	0.004321004	0.004705037	0.02398013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SEMA3F-AS1	ENSG00000235016	0.005400811	0.005361786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GNAI2	ENSG00000114353	0.8097025	0.7310591	1.327014	0.9502551	1.601095	4.914312	2.756735	0.0	0.873183	0.0	2.277645
U73166.2		0.01702046	0.007366626	0.0	0.02229968	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SEMA3B	ENSG00000012171	0.0021873	0.01213491	0.0	0.0	0.0	0.1239311	0.0	0.0	0.0	0.0	0.0
IFRD2	ENSG00000214706	0.1286289	0.1590347	0.05020165	0.08811146	0.6028779	0.0	0.1308216	0.0	0.0	0.0	0.0
HYAL3	ENSG00000186792	0.02719193	0.0198425	0.0	0.01832871	0.0	0.1239311	0.2162888	0.0	0.0	0.0	0.0
NAT6	ENSG00000114378	0.04404721	0.0477267	0.07414031	0.0	0.0	0.0	0.08583323	0.0	0.0	0.0	0.0
HYAL2	ENSG00000068001	0.01942901	0.003881993	0.0194654	0.0	0.0	0.0	0.07401651	0.0	0.0	0.0	0.0
TUSC2	ENSG00000114383	0.1577946	0.183258	0.2782347	0.2150437	0.3241933	0.0	0.2071358	0.0	0.5765401	0.0	0.0
RASSF1	ENSG00000068028	0.5858132	0.4703304	0.620932	0.5723135	0.615821	0.4380445	0.2021144	0.0	0.2421014	0.0	2.277645
RASSF1-AS1	ENSG00000281358	0.03039492	0.02002741	0.027571	0.01951678	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZMYND10	ENSG00000004838	0.01965004	0.0148933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NPRL2	ENSG00000114388	0.2446578	0.2292312	0.4280638	0.3178433	0.4741192	0.0	0.0	0.0	0.0	0.0	1.138822
CYB561D2	ENSG00000114395	0.160712	0.1434451	0.3279664	0.2408455	0.09162292	0.1073422	0.0	0.0	0.296428	2.300966	1.138822
TMEM115	ENSG00000126062	0.0944613	0.1008649	0.1952022	0.09440815	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CACNA2D2	ENSG00000007402	0.004302166	0.01078005	0.0	0.02944091	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CYB561D2.1		0.08040406	0.1922536	0.2505908	0.1062847	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C3orf18		0.02753472	0.0259608	0.02885853	0.01633274	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HEMK1	ENSG00000114735	0.0848463	0.1420968	0.04450451	0.1161394	0.0	0.0	0.0	0.0	0.140056	0.0	0.0
CISH	ENSG00000114737	0.01247243	0.09276032	0.1114811	0.02116413	0.0	0.1597444	0.08583323	0.0	0.0	0.0	0.0
MAPKAPK3	ENSG00000114738	0.07209956	0.1710366	0.0840707	0.1211349	0.2791843	0.6859067	0.4280055	0.0	0.0	0.0	0.0
DOCK3	ENSG00000088538	0.001120624	0.01757062	0.02907704	0.01511037	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MANF	ENSG00000145050	0.5709387	0.5961028	0.6378777	0.6811641	0.6642001	0.4771857	1.130245	0.0	1.883625	0.0	0.0
RBM15B	ENSG00000259956	0.1409126	0.1854122	0.192895	0.2716306	0.2264011	0.1073422	0.4093508	0.0	0.0	0.0	0.0
VPRBP	ENSG00000145041	0.1695199	0.1551863	0.07497573	0.1045717	0.09162292	0.6276012	0.0	0.0	0.140056	0.0	0.0
RAD54L2	ENSG00000164080	0.06655355	0.06492825	0.1601457	0.1160752	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TEX264	ENSG00000164081	0.3407003	0.4468396	0.4896982	0.5231807	0.6984076	0.4380445	0.2663412	0.0	0.9561157	0.0	1.138822
GRM2	ENSG00000164082	0.001079563	0.004080557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RRP9	ENSG00000114767	0.1490076	0.1395961	0.1640356	0.1855877	0.4482869	0.0	0.1290989	0.0	0.4697041	0.0	0.0
PARP3	ENSG00000041880	0.07058657	0.03790788	0.1783461	0.05285538	0.0	0.0	0.04937174	0.0	0.0	0.0	0.0
PCBP4	ENSG00000090097	0.02473925	0.04133702	0.0422005	0.08837826	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ABHD14B	ENSG00000114779	0.6016884	0.7555684	0.4501521	0.821713	0.9031258	0.8600245	0.1716665	0.0	0.3509696	0.0	0.0
ABHD14A	ENSG00000248487	0.03783252	0.08353542	0.08335163	0.1788835	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACY1	ENSG00000243989	0.05988419	0.04618608	0.02295621	0.07315013	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL29	ENSG00000162244	33.56437	39.82878	25.98116	27.92774	27.12537	22.41126	14.66786	23.66864	30.48015	25.05531	14.80469
DUSP7	ENSG00000164086	0.03463508	0.06985517	0.09591387	0.0640583	0.1347782	0.0	0.0	0.0	0.280112	0.0	0.0
POC1A	ENSG00000164087	0.0060748	0.01026006	0.003414202	0.04247038	0.4430032	0.0	0.0	0.0	0.3509696	0.0	0.0
ALAS1	ENSG00000023330	0.2763815	0.2692472	0.4260767	0.4233846	0.3703064	0.2987959	0.5230667	0.0	0.140056	2.300966	0.0
TLR9	ENSG00000239732	0.04286543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.296428	0.0	0.0
TWF2	ENSG00000247596	0.2948505	0.3538264	0.5458208	0.3464159	1.503263	1.004076	1.00721	0.0	1.359203	0.0	1.138822
RP5-1157M23.2		0.01258368	0.02492165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PPM1M	ENSG00000164088	0.1183446	0.2706388	0.4034143	0.3481701	0.4801744	0.1597444	0.04937174	0.0	0.296428	0.0	0.0
WDR82	ENSG00000164091	0.4178849	0.5993456	0.6016516	0.3987636	0.5799832	0.2889857	0.3148208	0.0	0.0	2.300966	2.277645
GLYCTK	ENSG00000168237	0.06548193	0.05245954	0.1173814	0.04287395	0.3664527	0.2692799	0.0	0.0	0.4697041	0.0	0.0
DNAH1	ENSG00000114841	0.03266358	0.04135798	0.0	0.07773585	0.09162292	0.0	0.0	0.0	0.0	0.0	0.0
BAP1	ENSG00000163930	0.1256438	0.1669123	0.2254099	0.1099401	0.0	0.2790901	0.2394559	0.0	0.0	0.0	0.0
PHF7	ENSG00000010318	0.1020692	0.1086642	0.03541729	0.1107837	0.08872563	0.0	0.110357	0.0	0.296428	0.0	0.0
TNNC1	ENSG00000114854	0.001860906	0.01059667	0.0	0.0318254	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NISCH	ENSG00000010322	0.1367651	0.2169659	0.3528413	0.1789786	0.2506154	0.7270302	0.1892327	0.0	0.1754848	0.0	0.0
STAB1	ENSG00000010327	0.001331664	0.002547778	0.0	0.0	0.0	0.4426298	0.0	0.0	0.0	0.0	0.0
NT5DC2	ENSG00000168268	0.004672068	0.006902308	0.0	0.0	0.0	0.1453488	0.0	0.0	0.0	0.0	0.0
SMIM4	ENSG00000168273	0.1575979	0.2288675	0.2662448	0.1581002	0.3459805	0.1073422	0.3595829	0.0	0.0	0.0	0.0
PBRM1	ENSG00000163939	0.4947695	0.5156925	0.706988	0.5193928	1.367468	0.8811553	0.3380023	0.0	0.4910256	0.0	0.0
GNL3	ENSG00000163938	0.6566592	0.5867056	0.7143513	0.6611804	0.4950561	0.0	0.7507608	0.0	0.7140143	0.0	0.0
GLT8D1	ENSG00000016864	0.1089684	0.1949615	0.1081627	0.2302881	0.0	0.4274089	0.2960159	0.0	0.0	0.0	0.0
SPCS1	ENSG00000114902	1.348588	1.626137	2.257315	1.811295	1.344227	1.616074	2.868238	0.0	5.143516	2.300966	5.694112
NEK4	ENSG00000114904	0.105427	0.1086639	0.0641444	0.05478531	0.0	0.155159	0.08583323	0.0	0.0	0.0	0.0
ITIH4	ENSG00000055955	0.003948887	0.002940026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP5-966M1.6		0.003612533	0.0	0.03353926	0.01314307	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TMEM110	ENSG00000213533	0.03656602	0.05087766	0.0	0.03163712	0.1230194	0.0	0.0	0.0	0.2421014	0.0	0.0
SFMBT1	ENSG00000163935	0.1762486	0.1826592	0.07461257	0.2040718	0.2330802	0.2828854	0.0	3.944773	0.296428	0.0	0.0
RP11-894J14.5		0.004529155	0.001968515	0.03215517	0.01566033	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RFT1	ENSG00000163933	0.05458534	0.05017222	0.03022116	0.03671467	0.09883572	0.0	0.3743773	0.0	0.0	0.0	0.0
PRKCD	ENSG00000163932	0.2890646	0.08783294	0.08562315	0.2258303	0.2402623	0.8870943	0.4440489	0.0	0.4555968	0.0	0.0
TKT	ENSG00000163931	0.3624234	0.4636919	0.3702509	0.4339042	1.475044	4.678508	1.572118	0.0	2.102197	0.0	2.277645
DCP1A	ENSG00000272886	0.5449568	0.4646482	0.4267054	0.5167329	0.2146423	0.8554392	0.2977386	0.0	0.0	0.0	0.0
RP11-884K10.7		0.009331985	0.00990547	0.0	0.01372019	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACTR8	ENSG00000113812	0.07982551	0.07050742	0.2005809	0.07105458	0.1584191	0.0	0.04937174	0.0	0.2421014	0.0	0.0
SELK	ENSG00000113811	2.04052	2.404023	2.718243	2.403654	1.451587	0.9591901	1.947934	0.0	1.883625	0.0	1.138822
CCDC66	ENSG00000180376	0.2668084	0.4285253	0.3999913	0.3154141	0.06693844	0.0	0.3820453	0.0	0.0	0.0	0.0
FAM208A	ENSG00000163946	0.9997893	0.9306788	0.9157402	1.180703	0.2078924	0.9291191	0.7095054	0.0	0.0	0.0	4.55529
ARHGEF3	ENSG00000163947	0.3065236	0.8539601	0.7950628	0.8471021	0.9856748	0.1453488	0.0	0.0	0.296428	0.0	0.0
HESX1	ENSG00000163666	0.001038346	0.0	0.0	0.0	0.05958339	0.0	0.09874349	0.0	0.0	0.0	0.0
APPL1	ENSG00000157500	1.095766	0.4645398	0.4673608	0.5738542	0.3126271	0.267568	1.967015	0.0	1.029928	0.0	0.0
DNAH12	ENSG00000174844	0.006746536	0.00637985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PDE12	ENSG00000174840	0.141571	0.1066626	0.09189189	0.2082687	0.0	0.2790901	0.1784706	0.0	0.0	0.0	0.0
ARF4	ENSG00000168374	1.764325	1.790555	1.386955	1.981755	1.217762	2.420751	1.777693	0.0	2.565008	0.0	0.0
ARF4-AS1	ENSG00000272146	0.02647817	0.03556336	0.06103813	0.09308418	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DENND6A	ENSG00000174839	0.1660056	0.2801784	0.3267359	0.1990236	0.6772415	0.2312733	0.08583323	3.944773	0.0	0.0	0.0
RP11-755B10.3		0.001873877	0.003433112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLMAP	ENSG00000163681	0.2203869	0.2649637	0.1734403	0.1293724	0.0	0.1649077	0.4965021	0.0	0.2421014	0.0	0.0
FLNB	ENSG00000136068	0.08439588	0.1582195	0.06397508	0.2744838	0.0	0.1239311	0.6456251	0.0	0.0	0.0	0.0
DNASE1L3	ENSG00000163687	0.2809023	0.001862642	0.0	0.0	1.137953	0.0	1.573377	0.0	0.0	0.0	0.0
ABHD6	ENSG00000163686	0.2126687	0.04383839	0.0	0.1250343	0.1338769	0.1597444	0.166917	0.0	0.296428	0.0	0.0
RPP14	ENSG00000163684	0.09814509	0.08972588	0.04508352	0.1163572	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-80H18.3		0.05668135	0.04960697	0.03687479	0.03492299	0.0	0.1649077	0.0	0.0	0.0	0.0	0.0
PXK	ENSG00000168297	0.7403671	0.1387867	0.1672696	0.037194	0.441946	0.7707568	0.1725629	0.0	0.296428	2.237136	0.0
PDHB	ENSG00000168291	0.2023048	0.1621893	0.227455	0.1884936	0.4788193	0.667728	0.7912275	0.0	0.3155408	0.0	0.0
RP11-802O23.3		0.02365179	0.009975693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KCTD6	ENSG00000168301	0.02706336	0.01360748	0.0	0.02357149	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C3orf67		0.003966557	0.0	0.0	0.01695524	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FHIT	ENSG00000189283	0.2064483	0.2083963	0.05922087	0.08910979	0.05958339	0.0	0.1308216	0.0	0.7498161	0.0	0.0
PTPRG	ENSG00000144724	0.0240958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C3orf14		0.008966904	0.009617069	0.0364251	0.007317178	0.3005523	0.0	0.1183082	0.0	0.0	0.0	0.0
THOC7	ENSG00000163634	0.3942846	0.4743765	0.4831665	0.4237264	1.274161	1.203803	0.7587013	0.0	0.9607297	0.0	1.138822
ATXN7	ENSG00000163635	0.1692764	0.5881632	0.2937177	0.5713489	0.7110531	0.2478622	0.7591688	0.0	0.140056	2.300966	0.0
