gene	ensembl_gene_id	B.cell	Cholangiocyte	Endothelial	Erythroid	Hepatocyte	Kupffer	Stellate	T.NK.cell
L1TD1	ENSG00000240563	0.0	0.0	0.0	0.0	0.0023177635427298	0.0169288691372675	0.0	0.0489121159031299
KANK4	ENSG00000132854	0.0	0.0	0.0029201761335719	0.0	0.0182999336774564	0.0	0.0	0.0
USP1	ENSG00000162607	0.555899037688974	0.327950998596034	0.481112084617413	0.268198505342292	0.22616827209061	0.344241298130531	0.0	0.819398542984293
DOCK7	ENSG00000116641	0.123883013565468	0.167730267035101	0.0995752307497379	0.0	0.222280424303373	0.129740699438375	0.0	0.0567150962392146
ANGPTL3	ENSG00000132855	0.311222408071487	0.474158976489447	0.246647991332634	0.675796942527064	5.11216878853214	0.315492601043705	0.389960129466018	0.394534218918168
RP11-230B22.1		0.0	0.0	0.0	0.0	0.0014256138588923	0.0	0.0	0.0
ATG4C	ENSG00000125703	0.320676851171033	0.127295455571597	0.240987114508251	0.0	0.124931750538998	0.25836466393274	0.0	0.221150623555275
RP11-5P4.1		0.0	0.0	0.0	0.0	0.0027334086243276	0.0	0.0	0.0
ALG6	ENSG00000088035	0.243211063319698	0.344957869336665	0.154831684767578	0.0	0.158799517284653	0.103203321626343	0.0	0.225271805700571
ITGB3BP	ENSG00000142856	0.680947160405087	0.496099010070549	0.385191979078098	0.0	0.104586407511023	0.29168112590975	0.528552388353628	0.714017573981926
EFCAB7	ENSG00000203965	0.0782073683024365	0.0295333951672942	0.0500860605282343	0.0	0.0225902029977177	0.0367229211096632	0.0	0.0324871550552523
PGM1	ENSG00000079739	0.516628720009552	0.861115788122374	0.25078561771095	0.0	2.30933532197163	0.299191652462458	0.348998750453631	0.449540255581246
ROR1	ENSG00000185483	0.0	0.0220772411571824	0.0075575048660759	0.0	0.0	0.0040601380205756	0.0875635099291274	0.0
CACHD1	ENSG00000158966	0.0	0.0	0.0807954134621826	0.0	0.0221272530697979	0.0	0.0	0.0004319740939062
RAVER2	ENSG00000162437	0.0	0.163230028140304	0.111072840062043	0.0	0.0030659972991127	0.068673672482358	0.367780637523651	0.0213684659277541
JAK1	ENSG00000162434	1.43639568931334	1.33426647737281	2.90758921825425	0.0874556716185514	1.04326116540392	1.99922005953986	2.06399232968673	3.32217957335326
RP4-535B20.4		0.0	0.0	0.0257798815133169	0.0	0.000938787298657	0.0	0.0	0.0
AK4	ENSG00000162433	0.134823027938603	1.17978385894886	0.22960853899964	0.43449450087968	2.65349600679749	0.184218289482814	0.0875635099291274	0.097528604779081
DNAJC6	ENSG00000116675	0.0101066042015482	0.0650457208096273	0.0059185478641601	0.352910251267625	0.0025464725778061	0.0	0.0	0.0093840751890672
LEPROT	ENSG00000213625	0.467770863145703	1.87120799701926	3.2469955938213	3.44447678152022	0.971202541059307	1.68474043301373	2.61493007567487	0.672922639585174
LEPR	ENSG00000116678	0.128810405912112	0.304306429959313	0.841407697169921	0.0	2.04957015614792	0.119158375719113	0.0	0.0788582696803988
PDE4B	ENSG00000184588	1.43925961115912	0.0	0.227130158996205	0.0	0.0258531139523899	0.624676849918187	0.0	0.480676641583385
SGIP1	ENSG00000118473	0.009670168045334	0.0575939408987383	0.0	0.0	0.0033486584501636	0.0	0.0812458040821042	0.0
TCTEX1D1	ENSG00000152760	0.0	0.0	0.0189993318072356	0.0	0.0495284758851169	0.0190026657748163	0.123933851850278	0.0009333250929045
WDR78	ENSG00000152763	0.0	0.0	0.0651131839251769	0.0	0.0106130190501193	0.011065921905168	0.344771278159474	0.0047291264700914
MIER1	ENSG00000198160	0.588604940226417	0.694718840181182	0.733635375511578	0.230043987836069	0.590182241992477	0.789546682461706	0.936052552122339	0.918884487908207
SLC35D1	ENSG00000116704	0.227346625024315	0.435365866004472	0.129115806692004	0.352910251267625	1.4299791942037	0.144208075111166	0.0875635099291274	0.129246462484582
IL23R	ENSG00000162594	0.0255156258248966	0.0	0.0062046893658707	0.0	0.0	0.0	0.0	0.14110635285705
IL12RB2	ENSG00000081985	0.0	0.0	0.0	0.0	0.0	0.0121943536429257	0.0	0.113399526549052
SERBP1	ENSG00000142864	3.96511482559064	3.71670076973207	2.71808426566157	3.18892540615103	3.37257178247451	3.21134347658198	4.276695180195	4.03190189804406
RP11-393N21.2		0.0925731937188512	0.138761664777947	0.0254627317995521	0.0	1.18074565902613	0.0465388322561567	0.0	0.0221502074314235
GADD45A	ENSG00000116717	0.842467057144411	0.706801803709842	0.67840545887198	5.92374841065911	1.21741198723396	0.354268267343265	1.26808080937561	0.485671370443305
GNG12	ENSG00000172380	0.0399622622182082	0.584949961301029	1.2402354909566	0.11962443172085	0.534308282801419	0.246324421842547	1.46378462971085	0.0471763921052611
GNG12-AS1	ENSG00000232284	0.0	0.0129996470525976	0.0628937495315915	0.0	0.0338977625674378	0.0	0.0	0.0
DIRAS3	ENSG00000162595	0.0	0.0987483068638201	0.045339372374038	0.0	0.0551401564785654	0.0	0.0	0.0076874450846798
WLS	ENSG00000116729	0.0044520763743051	0.81729270629302	0.660156660603075	0.0	0.135103522492657	0.156723639691677	2.00662834894901	0.0043713376229834
DEPDC1	ENSG00000024526	0.109096450304188	0.0	0.0171592810451332	0.412813358878805	0.0052169706652425	0.0182400594194137	0.123933851850278	0.0924582778562737
DEPDC1-AS1	ENSG00000234264	0.0223052626155678	0.0	0.0	0.0	0.0	0.0	0.0	0.0103259515504598
LRRC7	ENSG00000033122	0.0631183465100591	0.0946253698247846	0.0632532317893151	0.0	0.0855828541826012	0.0463301533256545	0.0	0.151198831788617
LRRC40	ENSG00000066557	0.142161914333554	0.164724259065657	0.215170402038805	0.0	0.300856823918346	0.157254724722857	0.20077135324579	0.221820075804021
SRSF11	ENSG00000116754	2.19350117575904	2.11603441644198	2.24027284718697	2.14785904701755	1.91511289566315	1.69888930820398	3.91915509882301	2.71776953931912
ANKRD13C	ENSG00000118454	0.222871352377352	0.0841131936343351	0.222990442757256	0.0	0.0816123346000109	0.254442596138953	0.137288316314145	0.193817230346694
HHLA3	ENSG00000197568	0.281417243214797	0.346827449313753	0.143698366162691	0.0	0.245889278635125	0.118643119379103	1.04503927012817	0.1222600028139
CTH	ENSG00000116761	0.156758057492035	0.147611017091987	0.126883605811822	0.0	1.71559238323911	0.100295762986281	0.197142092751127	0.0768187970849692
RP11-42O15.3		0.066741337883554	0.0311687633770857	0.0	0.376862592880744	0.141990160649986	0.0	0.0	0.0074296906992384
PTGER3	ENSG00000050628	0.0	0.0	0.0	0.0	0.0032064966108483	0.0	0.197142092751127	0.0
ZRANB2-AS1	ENSG00000235079	0.0	0.0	0.0066906889169465	0.0	0.0002451259192565	0.0	0.0	0.0017157191317253
ZRANB2	ENSG00000132485	1.13862441902641	0.764673080637358	0.890875912951049	0.594270761658831	0.533920554643853	0.540628928258884	2.44109587214368	1.10008885429702
NEGR1	ENSG00000172260	0.0	0.0	0.0	0.0	0.0005154394878358	0.0	0.0	0.0070370929582503
LRRIQ3	ENSG00000162620	0.129465977354593	0.0209915406918875	0.0063774435661666	0.0	0.0190123294314146	0.0127908586076343	0.0	0.0508204492687001
FPGT	ENSG00000254685	0.0476729164455765	0.2096839268993	0.08855076946789	0.917536747022617	0.124254263877929	0.130644407374089	0.0	0.0776358451183812
FPGT-TNNI3K	ENSG00000259030	0.0044520763743051	0.0180691724027157	0.0502935084103122	0.0	0.0066564803312576	0.0044100833271412	0.0	0.0
ERICH3	ENSG00000178965	0.0	0.0	0.0181285189648906	0.0	0.0013587031692768	0.0	0.0	0.0111169267245722
RP11-17E13.2		0.0	0.0605539720547816	0.0	0.0	0.0591126651713587	0.0	0.0	0.0064188459917618
CRYZ	ENSG00000116791	0.326495877258738	1.57008557533899	0.269159567243269	0.0	2.21523009342093	0.259743754908067	0.0634830369316452	0.333954049532064
TYW3	ENSG00000162623	0.640954073087443	0.324472225790924	0.389614256644671	0.0	0.348499056903346	0.404620313371277	0.0744175208410172	0.477814279061855
SLC44A5	ENSG00000137968	0.0	0.0	0.105003542080578	0.0	0.0	0.0	0.0	0.0
ACADM	ENSG00000117054	0.978202209328615	1.08995748137972	0.739441209914286	1.18649225097743	2.8518943371765	0.719068547350379	0.657110329523258	0.779934091743444
RABGGTB	ENSG00000137955	0.914230728484846	1.27538230933959	0.712813237081904	1.06975024895507	0.812986153179901	0.909646248214602	0.319335420147696	0.767542372262199
MSH4	ENSG00000057468	0.0	0.0	0.0211263285149203	0.0	0.0	0.0051215104948608	0.0	0.0037507064584529
ST6GALNAC3	ENSG00000184005	0.0796901518673817	0.0	1.10245287836997	0.0	0.0074798093027454	0.13322941685544	0.0	0.0125341995788532
RP5-1102E8.3		0.0	0.0	0.0455318486291225	0.0	0.002055824862694	0.0054425409901931	0.0	0.0
PIGK	ENSG00000142892	0.721211690963735	0.325281106074687	0.379153402070148	0.0346164959226371	0.366210793686814	0.267983424199805	0.475781102483589	0.35425471372714
AK5	ENSG00000154027	0.0	0.0	0.0	0.0	0.0	0.0	0.0634830369316452	0.0528905512429653
ZZZ3	ENSG00000036549	0.185669910520387	0.242259736980538	0.264805088232362	0.0	0.189879143741675	0.200972247032654	0.456682224785269	0.255830349677238
USP33	ENSG00000077254	0.213046066487529	0.355792457395164	0.601322908143144	0.477301947918855	0.304417123249179	0.503041632038161	0.0	0.50385814819304
FAM73A	ENSG00000180488	0.193924885100865	0.61955190369547	0.454541280023987	0.0528391756959142	0.514067142066412	0.217821187272276	0.368428366370642	0.321351386488535
NEXN	ENSG00000162614	0.0	0.0	0.236648357754721	0.0	0.0362006714460259	0.0597885633128357	7.09653496453891	0.0358408371852176
FUBP1	ENSG00000162613	0.532949931406784	0.436440441222792	0.585005682733083	0.105112401586504	0.307972572793424	0.484551645216334	0.523315997366563	0.886113885609431
DNAJB4	ENSG00000162616	0.287222775126248	0.248366393209662	0.620017233419283	2.58999073240762	0.298365202399859	0.28141309717572	1.92457869116145	0.233228637910015
GIPC2	ENSG00000137960	0.027591564038504	0.440280090173755	0.274619415733753	0.0	0.530860520720373	0.0016178352012418	0.574708699084761	0.0267602630128441
RP11-386I14.4		2.43135936505129	0.37475722733965	0.456682028682399	0.151672395399277	0.0627817223312283	1.42037162001662	0.123933851850278	1.46346847550209
PTGFR	ENSG00000122420	0.0	0.103518222241666	0.0	0.0	0.0256464660055197	0.0	0.0	0.0
IFI44L	ENSG00000137959	0.0	0.0234264184743598	0.577249360497519	0.0	0.0035857379099511	0.240612512836168	0.0	0.061887181743874
IFI44	ENSG00000137965	0.0	0.0526966119829982	0.800332382734332	0.0	0.061032652709305	0.398915129286857	0.205179655932382	0.259133140934602
ADGRL4	ENSG00000162618	0.0738102027989734	0.187764673767321	3.81900682320379	0.0	0.037683566876986	0.198484608155928	0.243846785673374	0.0787770494568831
RP5-887A10.1		1.68934238550041	0.0	0.0	0.0	0.0011022174589986	0.0	0.0	0.029660173383118
ADGRL2	ENSG00000117114	0.0015875340441957	0.190746196943351	0.659558226991913	0.0	0.499041959469845	0.0309265893829385	0.259196883526341	0.0149872526954634
RP11-475O6.1		0.0472960686165787	0.0663583986480758	0.0	0.0	0.0457467094017277	0.0049168112550876	0.0	0.0021763750842072
RP5-836J3.1		0.0	0.0	0.0	0.0	0.0257470226780157	0.0069588174850169	0.0	0.0005655757111275
TTLL7	ENSG00000137941	0.213350126895038	0.254684800954979	0.0249052469161524	0.0	0.0278509247172489	0.002419636464005	1.18668392616925	0.0164433886508222
RP11-486G15.2		0.023212316411839	0.119672464535138	0.0115084211285039	0.0	0.0625204971565069	0.0065103591978103	0.0	0.0556059176508444
PRKACB	ENSG00000142875	0.387343237572617	0.456528938767625	0.495723239878462	0.298645052740577	0.212147578667141	0.938810449013393	0.0	1.37234024218625
SAMD13	ENSG00000203943	0.0	0.031552755774162	0.0553391157854167	0.0528391756959142	0.0018350809004732	0.0379900681969795	0.0	0.0125186193399832
DNASE2B	ENSG00000137976	0.0	0.0	0.0	0.0	0.0026831833650453	0.0282777827112225	0.0	0.0
RPF1	ENSG00000117133	0.386846537288212	0.514540002519302	0.51184720430674	0.0528391756959142	0.4190768840057	0.441828709688241	0.513893981316296	0.672200290653947
GNG5	ENSG00000174021	3.75485983725083	4.6377730067354	4.33629306910529	1.75528071903548	3.63997153340661	4.46582187566231	3.37095828077628	2.48737423149136
CTBS	ENSG00000117151	0.473694237032195	0.513350863842666	0.804488958520799	0.18855748732704	0.836819922886735	1.04212145590562	0.243226834852249	0.31792488110743
SSX2IP	ENSG00000117155	0.0451610708492377	0.427502543561214	0.0881133481839672	0.384723069604163	0.1858374005139	0.008683530006629	0.0	0.110436286223907
LPAR3	ENSG00000171517	0.0	0.0	0.0031753352928931	0.0	0.0	0.0	0.0	0.0052111104063676
MCOLN2	ENSG00000153898	0.0628938889204443	0.0	0.006250085402187	0.0	0.0	0.0249404135413991	0.0	0.121472373656285
MCOLN3	ENSG00000055732	0.0054352262233202	0.239239981993555	0.0	0.0	0.0008258336474223	0.0	0.0	0.005072847113137
SYDE2	ENSG00000097096	0.0182276788715426	0.101408961050761	0.068574063949174	0.0	0.0993633113641385	0.01064792886321	0.391214952591772	0.0237535412526124
C1orf52		0.342900593395665	0.439447709658004	0.5184200695473	0.481008305978939	0.222636066469359	0.431790439299939	0.903724431129173	0.533142854481635
BCL10	ENSG00000142867	0.401142882575243	0.414991872834277	0.550188198496797	0.0	0.253121880273275	0.440430633438254	0.0	0.326715318628002
RP11-131L23.1		0.0205599826161056	0.0	0.0260838884682861	0.0	0.0040005431333221	0.0185477075909935	0.0	0.002320551863085
DDAH1	ENSG00000153904	0.116043514691173	1.00373431057379	0.130837115853165	0.303326829025763	1.2195907061121	0.0588449899674081	0.36971881521035	0.0809588134894854
RP11-131L23.2		0.0	0.0	0.0	0.0	0.0058563186067505	0.0	0.0	0.0
RP4-621F18.2		0.0	0.0	0.0212515676437979	0.0	0.0062583118076583	0.0	0.780703211375439	0.0
RP11-290M5.4		0.0	0.0	0.0103842160682723	0.0	0.0019817310490832	0.0	0.0	0.0
CYR61	ENSG00000142871	0.0425644485137608	1.69801064515283	1.24185242666335	0.0	0.471239057896805	0.0272503952355047	7.58744801332205	0.0419672904484398
ZNHIT6	ENSG00000117174	0.154751921697374	0.286723516307767	0.231733143412671	0.0	0.136794436032306	0.200240267375975	0.0	0.375494882311173
COL24A1	ENSG00000171502	0.0890181148590812	0.0	0.0	0.0	0.0	0.0	0.0	0.0001293912961594
ODF2L	ENSG00000122417	0.752790207328273	0.396966299272383	1.46431112606178	0.172968201221309	0.0509017746424088	0.342147500498462	0.168809314011232	1.41176680737899
RP4-612B15.3		0.0020928858553346	0.0	0.0353472385697507	0.0	0.0006629916409199	0.0072774367978545	0.0	0.0388428733702917
SH3GLB1	ENSG00000097033	1.51465762052395	0.909541229775264	2.49842450924541	2.67824366647307	0.930970924744618	2.03194966101016	2.1603254628892	1.39961478196836
SEP15	ENSG00000183291	2.71285647656519	1.59531070411529	2.01591604891144	0.605551471897849	1.10800467945309	2.0326789828654	1.88990809876882	2.46495756038856
HS2ST1	ENSG00000153936	0.243672589738718	0.246130042178136	0.339649740971106	0.0	0.36257664731934	0.216084676840364	0.0	0.120239263689895
LMO4	ENSG00000143013	2.85604711038765	2.36374699602514	1.26810362304043	0.0528391756959142	0.983345846799849	1.82184029250669	1.98982608854168	1.46600055386332
PKN2-AS1	ENSG00000237505	0.0	0.0	0.0212696359142853	0.0	0.0015408938310358	0.0	0.0	0.0033785531702181
PKN2	ENSG00000065243	0.43678276070028	0.688109733873321	0.825708067903485	0.701517727766898	0.505479690447905	0.532610222841774	0.456682224785269	0.3715504316327
GTF2B	ENSG00000137947	0.564653236092414	0.316430230143386	0.36196702409122	2.85311942580692	0.238527217352794	0.467399161190895	0.0	0.576284161138419
CCBL2	ENSG00000137944	0.177252939259706	0.225370794194582	0.243489065464909	0.0	0.211829782665682	0.312928894068094	0.0	0.402645782130298
RBMXL1	ENSG00000213516	0.193691795466015	0.317211447100793	0.262589449065067	0.0	0.409055534760441	0.309984400327275	0.157354389377551	0.380496322874657
GBP3	ENSG00000117226	0.0885640367546763	0.530776752502456	0.405506222902917	0.117156057913017	0.129293011906236	0.166984341895123	0.161077591002193	0.327682740537982
GBP1	ENSG00000117228	0.0060184836879159	0.459892379804449	0.339382026154414	0.0	0.932232374640012	0.424359398381965	0.621296676931674	0.388467989216443
GBP2	ENSG00000162645	0.103317770248752	0.440521491299438	0.425440004780685	0.0	0.392256031858169	1.19376285493136	0.0875635099291274	1.17759265297641
GBP7	ENSG00000213512	0.0332392687062563	0.0	0.129764722709411	0.0	0.215682974529843	0.0080148147165858	0.0	0.0730108715694697
GBP4	ENSG00000162654	0.164546878395266	0.171163871008296	1.74833970123572	0.521812909959708	0.0692366771322551	0.35157596639676	0.0	0.469336763029389
GBP5	ENSG00000154451	0.101529704517874	0.0310750190042065	0.0528788705705727	0.0	0.0089959236132879	0.203736542031189	0.0	0.898062269834639
GBP6	ENSG00000183347	0.0	0.0	0.0042919932452057	0.0	0.0021882680678088	0.0	0.0	0.0004919527750801
LRRC8B	ENSG00000197147	0.0569822902719582	0.360113731137243	0.290429257084756	0.0	0.0826490285830637	0.16790076414367	0.123933851850278	0.0481560505382966
FLJ27354		0.0667281308163187	0.0	0.108157953086369	0.0	0.0	0.107510888653332	0.0	0.0427648037180103
LRRC8C	ENSG00000171488	0.107388986082635	0.0658271953935682	0.496020659311193	0.0528391756959142	0.0053805764662642	0.449391835667141	0.0	0.299245909035384
RP5-943J3.2		0.0273300912574273	0.0	0.0	0.0	0.0008041054331471	0.0111484489535572	0.0	0.0100326775225369
LRRC8D	ENSG00000171492	0.0914487336588659	0.245554246195969	0.154496531908839	0.0	0.379074445088397	0.328403813560558	0.137288316314145	0.157597659104003
ZNF326	ENSG00000162664	0.530376850779383	0.454319313049397	0.492447254814389	2.30588407147376	0.448513447380079	0.282851022584752	0.686692672885033	0.334885377884463
RP4-665J23.1		0.0428646930138331	0.186025078061963	0.03139581267464	0.52275469834537	0.549640101044082	0.0154102896502579	0.144728841013749	0.0229344410535243
ZNF644	ENSG00000122482	0.281367303333458	0.483520954667275	0.429970042677974	0.151672395399277	0.332817613159608	0.420989250422419	0.0	0.569378025881145
CDC7	ENSG00000097046	0.0328907272686618	0.0	0.0732522420942807	0.0346164959226371	0.002614517041387	0.0167075427391613	0.0	0.0998692006066579
TGFBR3	ENSG00000069702	0.22649012231116	0.472444051049613	4.89075126380928	0.589061428722042	0.280706282356977	0.273702098560238	0.519125066025324	0.572967328071195
BRDT	ENSG00000137948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0065585725056552
EPHX4	ENSG00000172031	0.0	0.0	0.002669687066878	0.0	0.0	0.0	0.0	0.0077435269268765
SETSIP	ENSG00000230667	0.0075513288132178	0.0	0.0	0.0	0.0010758931225185	0.0044558766073949	0.0	0.005530810826076
BTBD8	ENSG00000189195	0.0	0.0389993639134482	0.0391763205358645	0.0	0.0140374958639458	0.0185780315131138	0.0	0.0166319760489702
KIAA1107	ENSG00000189195	0.0252496097521483	0.0	0.0655639718314483	0.0	0.0191293735826274	0.0139495582452408	0.0	0.0245749127594986
GLMN	ENSG00000174842	0.172856669706241	0.0823196722020129	0.0829254856263956	0.0	0.0230264300580661	0.064767942918198	0.0	0.369541686434761
RPAP2	ENSG00000122484	0.19780505378741	0.188380329929255	0.175774216067042	0.521812909959708	0.108826723427874	0.142696829112393	0.0	0.412595649221296
GFI1	ENSG00000162676	0.0833497119211469	0.0	0.0172474873867182	0.0	0.0004872903029174	0.0071006677223812	0.0	0.354431940681477
EVI5	ENSG00000067208	0.2327405864841	0.375095268324337	0.717815740800689	0.373264366191215	0.656032606436592	0.825724885466721	1.51135748264699	0.116604484972163
RPL5	ENSG00000122406	18.2896503442997	13.628287324101	12.7972985759234	6.43791020734023	7.72392792219635	12.698654603324	15.5104226512509	16.1518713803313
FAM69A	ENSG00000154511	0.394134896042996	0.0541751549348673	0.0346266877963738	0.0	0.164190679918056	0.047639862886376	0.341870933764876	0.151539930168122
MTF2	ENSG00000143033	0.583662061177199	0.457592116781698	0.772426264835103	0.412813358878805	0.206836837018809	0.456436716467088	0.0	0.926993191238204
TMED5	ENSG00000117500	1.4551893789416	0.658389703395919	0.367490646439398	0.429701768576658	1.33780126715134	1.08580618824816	0.321075944601405	0.657715326911652
CCDC18	ENSG00000122483	0.188691933949027	0.0	0.113879338703881	0.350596352575795	0.0505054294666586	0.215253864346408	0.0	0.343790490739763
DR1	ENSG00000117505	0.578085813841041	0.437804705006657	0.541397235421151	0.926473264058565	0.343762002655259	0.706745899682076	0.254515156549207	1.01147874302147
FNBP1L	ENSG00000137942	0.0063044493811558	0.828605683737862	0.446402227472499	2.38533752265211	0.269283126138254	0.0588500888173007	0.0	0.0169744034173201
BCAR3	ENSG00000137936	0.09090872787605	0.300197020391038	0.0980533884114967	0.0	0.142681265356782	0.0889433313016122	0.0	0.0067576784858571
RP5-1033H22.2		0.0	0.0113401602153822	0.0	0.0	0.0768736334922511	0.0055737037493772	0.0	0.0110337920330911
RP4-561L24.3		0.0	0.0	0.0060147725550402	0.0	0.0	0.0105581436642949	0.0	0.0063285057154504
DNTTIP2	ENSG00000067334	0.443191237186874	0.179693750489905	0.414917245059619	0.352910251267625	0.224530752100325	0.46708403898709	0.760844080692511	0.713158016102735
GCLM	ENSG00000023909	0.228444050729976	0.989254303960387	0.567839782296415	4.45181805260494	1.25228444228719	0.287257920835533	0.967324587577179	0.716795647460137
ABCA4	ENSG00000198691	0.0	0.0	0.0204677509976474	0.0	0.0027121495679798	0.0030948537946979	0.0	0.0
ARHGAP29	ENSG00000137962	0.0464747370754352	0.492540827564048	2.61770729965107	0.0528391756959142	0.692450000527549	0.147733527587076	0.381135101987518	0.0443904990392514
ABCD3	ENSG00000117528	0.101016607869084	0.970767530558918	0.389089230535615	0.110278260596229	1.36295192875938	0.305597327555661	0.551037720468211	0.302471725072382
F3	ENSG00000117525	0.0015875340441957	0.244587317627162	0.0944638150042618	0.0	0.0182384641786455	0.0450527373868137	0.827069840475857	0.006373322819202
SLC44A3	ENSG00000143036	0.0	0.784730884075038	0.0096170727075008	0.0	0.0237336853776029	0.0040761731693209	0.0	0.0132027920365364
CNN3	ENSG00000117519	0.180209865052706	1.8108319255359	4.88805506750638	0.383303605053965	1.78035905931819	0.209191425252635	6.90408780813198	0.155563034087521
RP4-639F20.1		0.0	0.0649101558279588	0.0593036059202295	0.0	0.142173205258351	0.0092490082289923	0.0	0.0114746864249613
ALG14	ENSG00000172339	0.749700367678539	0.21731252786986	0.225625939432591	0.876936891051826	0.349975475829367	0.0835840773799592	0.0875635099291274	0.165114859665808
TMEM56	ENSG00000152078	0.192905907603145	0.349580588972747	0.210361165377398	4.38964188804382	2.76682811959458	0.0759339890071709	1.17464490867444	0.201876055475445
TMEM56-RWDD3	ENSG00000271092	0.0293647826773006	0.0	0.0201439018385295	0.0	0.0078943095441733	0.0	0.0	0.0110009387462891
RP11-57H12.3		0.0086948302441081	0.0337958023739929	0.0	0.452768488337928	0.0	0.0	0.0	0.0
RWDD3	ENSG00000122481	0.0421373987191016	0.0305911241440511	0.0593965631438652	0.151672395399277	0.0401554666876013	0.0588201584804373	0.205179655932382	0.0671189629795884
PTBP2	ENSG00000117569	0.107288177388346	0.248095426290632	0.188909071857103	0.0	0.12566870875161	0.214697522548792	0.0	0.168067406715968
DPYD	ENSG00000188641	0.146634687610611	0.616733856192807	0.451902602790433	0.284962343845367	0.690128876261023	1.98334923691382	0.535885870281239	0.298264332301964
SNX7	ENSG00000162627	0.0275331725154057	0.422298794080585	0.300328205180805	0.0	0.15760891802767	0.0179975364743137	0.259196883526341	0.0103550256326247
PALMD	ENSG00000099260	0.047228994479312	0.652714674949152	1.23823485761018	0.0	0.687021845755824	0.0444274259195758	0.722312486770206	0.0144941810973801
FRRS1	ENSG00000156869	0.0308317891848981	0.0	0.0020587319174866	0.0	0.0371501378042784	0.0340615179146157	0.0	0.0084564884669725
AGL	ENSG00000162688	0.351541108966065	0.433177094744384	0.298291881583416	0.557454126525983	1.36751981383521	0.306083354370349	0.0	0.322232702431264
RP5-884G6.2		0.0366800238470241	0.0	0.0066052315884585	0.0	0.025575280634328	0.0339661408948447	0.0	0.0109867501964967
SLC35A3	ENSG00000117620	0.247356355882263	0.50951798357331	0.370979732377828	0.0660603536321251	0.62186923053506	0.309844289261685	0.137900557772662	0.263956900508781
MFSD14A	ENSG00000156875	0.508140033221826	0.46590835175735	0.378657400724244	1.77407760841039	0.209721968705315	0.399465465197279	0.259196883526341	0.470367070503945
SASS6	ENSG00000156876	0.219555502143325	0.103699469736125	0.105611270947464	0.0599031076111793	0.0451172334995503	0.104179717947145	0.0	0.19791346411075
TRMT13	ENSG00000122435	0.299016738804298	0.135734469300844	0.30564834343859	0.0660603536321251	0.151303688831748	0.18066311586508	0.147853580600559	0.368772631028796
LRRC39	ENSG00000122477	0.0	0.0	0.010270608719385	0.0	0.0030649744177742	0.0022768206330048	0.0	0.0029159126974065
DBT	ENSG00000137992	0.199441067094484	0.388317535618666	0.309170739474477	0.228688879017105	0.649223990981843	0.132316206833358	0.137345660336173	0.225886042884512
RTCA-AS1	ENSG00000224616	0.0326267821738932	0.0541360475289773	0.0282674366009781	0.0	0.0566769664208592	0.0519372263273956	0.0634830369316452	0.0169308882899005
RTCA	ENSG00000137996	0.571744275941596	0.158157005042318	0.376671246423467	0.469110996802317	0.224277207361826	0.636914759090319	0.157354389377551	0.559902118010108
CDC14A	ENSG00000079335	0.0701969956966586	0.0	0.100277297513804	0.0	0.0131150615723174	0.0649394487832382	0.0	0.155919572738418
GPR88	ENSG00000181656	0.0	0.0	0.0	0.0	0.0274864635107755	0.0	0.0	0.0
VCAM1	ENSG00000162692	0.0876424505190749	0.0	1.29414044177069	0.284962343845367	0.0301252578864804	3.63148925005831	0.0	0.105629581806236
EXTL2	ENSG00000162694	0.153295340022889	0.280602884627581	0.256526872930907	0.0	0.199968227657908	0.115582959415063	0.147853580600559	0.126186608568462
RP4-549L20.3		0.0328375249640358	0.0265201650020202	0.179534819155494	0.0	0.0452253433984045	0.0161251635962179	0.0	0.0436702601141081
SLC30A7	ENSG00000162695	0.623904845257324	0.269947474923015	0.690957026181835	0.310397615375191	0.567379342048279	0.545941384305461	0.350494563250982	0.559594876929302
DPH5	ENSG00000117543	0.474035380978409	0.446818462960212	0.21287886412013	0.345014111297828	0.372911791206814	0.419992780384456	0.588129560916565	0.506053981584963
RP11-421L21.2		0.0170100312394374	0.0	0.0	0.0	0.0016209959647762	0.0149552108614204	0.0	0.0214698655302283
RP11-421L21.3		0.165827591702245	0.230876782286553	0.15944192333351	0.0	0.106106508407981	0.0558202480016078	0.0	0.0781524701117592
RP4-575N6.4		0.130599447304128	0.0	0.120915920339042	0.0	0.0124081363126416	0.0	0.0	0.021167842522934
S1PR1	ENSG00000170989	0.279891330131387	0.0406461971381071	2.00921464472401	0.0	0.108414025908818	0.0708380589803657	0.389960129466018	0.20326253597494
RNPC3	ENSG00000185946	0.273022116613633	0.298899881972637	0.356427008653439	0.0	0.140368761476913	0.321851028523185	0.123933851850278	0.209487370144096
AMY2B	ENSG00000240038	0.0086126142477985	0.114232274358531	0.0491398628345372	0.0	0.0840148787604436	0.116770643237782	0.0	0.0402740432525663
PRMT6	ENSG00000198890	0.145057474020914	0.0616519527979532	0.134792363426839	0.647033795054306	0.0379561286916577	0.108431516376094	0.0634830369316452	0.141950471489372
NTNG1	ENSG00000162631	0.070298894233641	0.0	0.0	0.0	0.0027777249956977	0.0	0.0	0.0007225948446355
VAV3	ENSG00000134215	0.169827400913387	0.125758713864979	0.242096474616774	0.0	0.003487438493832	0.23344677119481	0.0	0.447097926321611
