gene	ensembl_gene_id	Endothelial_Ovarian_cells	Granulosa	smooth_muscle_cells	Stromal_cells	T_cells
FAM135A	ENSG00000082269	0.10299749384611	0.116841052190749	0.0589669096381984	0.0989604475967363	0.0251394551755382
SDHAF4	ENSG00000154079	0.0213879988941581	0.0690105593290476	0.0105773231212532	0.0206262907024452	0.0062664026101825
SMAP1	ENSG00000112305	0.180681642476132	0.377766767753662	0.380046585362589	0.244940327284873	0.35260843391673
B3GAT2	ENSG00000112309	0.0736878561625971	0.14830760981755	0.0806426355789792	0.103105798872063	0.365480068240052
OGFRL1	ENSG00000119900	0.0643953330618051	0.0477400509451944	0.034545053394118	0.0132238014748872	0.300117309104423
LINC00472	ENSG00000233237	0.0559700964680354	0.0735503787688439	0.0385416549741955	0.0267959936388151	0.0093037137161586
KHDC1L	ENSG00000256980	0.0	0.0	0.0006577643956342	0.0018365815333242	0.0
KHDC1	ENSG00000135314	0.0127344090646509	0.0403217859679191	0.032639552162626	0.050726089516837	0.0179941360492609
RP11-398K22.12		0.0139458093203945	0.0375524216986114	0.0209210506397011	0.0326683179315705	0.0241760251619497
DDX43	ENSG00000080007	0.0217302727661696	0.0019265437745587	0.027835082560626	0.0441530200070643	0.0048414260512175
MB21D1	ENSG00000164430	0.23459485448241	0.0038913262162405	0.0866847705748905	0.0363082296869603	0.330024806331037
MTO1	ENSG00000135297	0.268614175223812	0.076517903073495	0.26826947816799	0.157443200423081	0.215730630019192
EEF1A1	ENSG00000156508	59.2233341194996	41.6136649436351	68.7789679432039	62.9117261727673	46.7337380969537
SLC17A5	ENSG00000119899	0.0694726419208559	0.0348405720758778	0.0696476068248099	0.0423684036084906	0.136561379430942
RP11-553A21.3		0.0201253289465214	0.0	0.0071921476662082	0.0009454197611164	0.0047975410774589
CD109	ENSG00000156535	0.173665129897213	0.0011825272346261	0.0169774760252384	0.0095032382999047	0.0830464022892941
RP11-554D15.3		0.0	0.0	0.0	0.0088225489128994	0.0
COL12A1	ENSG00000111799	0.0384975253331844	0.0236551161792851	0.242640615349103	0.629341273680119	0.0473568472224456
COX7A2	ENSG00000112695	1.66926020546842	4.47262893999322	3.91114489379038	2.36955053600657	3.67963018131376
TMEM30A	ENSG00000112697	0.55071556456222	0.397422730313255	0.445516897584679	0.440793938281406	0.47960226456428
FILIP1	ENSG00000118407	0.314530897225027	0.0283741534466822	1.08242613894033	0.01618977171883	0.012497917497091
SENP6	ENSG00000112701	0.500000241145936	0.651866456234217	0.510106511110418	0.602921718578568	0.386359458985065
MYO6	ENSG00000196586	0.346748619115927	0.834628991247666	0.19122760686954	0.267715687587088	0.149377693117334
RP11-354K4.2		0.000867609967379	0.0002554364540515	0.0015568586322666	0.0233775192553406	0.0
IRAK1BP1	ENSG00000146243	0.0205448053558589	0.0655751954105784	0.0264403868883302	0.0406866067919256	0.0044232323919233
PHIP	ENSG00000146247	0.745879374542006	0.616687472307968	0.973384097790998	0.82810298470866	0.612284097772305
HMGN3	ENSG00000118418	1.71891104805722	1.8376644866806	1.71965652154706	1.44018131602651	1.15828439253178
HMGN3-AS1	ENSG00000270362	0.0115733319461378	0.0131288252431503	0.0099029497817895	0.0060508679383625	0.0009125404780142
LCA5	ENSG00000135338	0.188669745011179	0.0776962082890439	0.0920406346089571	0.0713970755170015	0.010669240446062
SH3BGRL2	ENSG00000198478	0.302223017762454	0.0303168542975812	0.0067284010677029	0.0181388890815003	0.005027978597673
ELOVL4	ENSG00000118402	0.0053514001208048	0.0483199828391911	0.0893745604110179	0.169019245652036	0.0817332287888077
TTK	ENSG00000112742	0.0004300008496816	0.0898170964051088	0.0043461580046411	0.0044289294219824	0.0141687419057244
BCKDHB	ENSG00000083123	0.125375342493827	0.294295841859445	0.104771674346672	0.135512950281493	0.060445156867148
RP11-250B2.5		0.0	0.0034614703168748	0.0	0.0019681080557881	0.0
FAM46A	ENSG00000112773	0.210314356811239	0.525211782253505	1.47487989698562	1.53167371235989	0.356904716674863
RP11-379B8.1		0.0001208954045601	0.0	0.0	0.0018233931340427	0.000401700510738
IBTK	ENSG00000283068	0.164037807392436	0.264645633565664	0.18241116259332	0.178676203016097	0.112378065168437
TPBG	ENSG00000283085	0.229852503354357	0.0486970673503538	0.0447793140343256	0.092877911443354	0.0122676261864037
UBE3D	ENSG00000118420	0.0621917765154177	0.0413660234170321	0.0465437304634747	0.0401889788422273	0.0482500584399178
DOPEY1	ENSG00000083097	0.0470933372148944	0.0791025252814078	0.0245870567627619	0.0467732177103286	0.0286336739618052
PGM3	ENSG00000013375	0.113086665023622	0.22043701330018	0.140829170020683	0.413183798037322	0.130542658193612
RWDD2A	ENSG00000013392	0.0174484845435997	0.0575933668643275	0.0337831584221504	0.0522639344185256	0.0120120108675281
ME1	ENSG00000065833	0.0091527905441842	0.18655433713396	0.029499533117517	0.0954102114011989	0.0102611857342027
PRSS35	ENSG00000146250	0.0033698694528244	0.0469062069020902	0.0501991817068424	0.0732630730174103	0.0247815850236237
SNAP91	ENSG00000065609	0.0	0.0	0.0009795810253588	0.0045342227219707	0.0
CYB5R4	ENSG00000065615	0.0746154911471948	0.0821967701361139	0.0944247555198188	0.0804218042378275	0.380557865222988
MRAP2	ENSG00000135324	0.0410513326260224	0.0173306425405875	0.0812651315006575	0.0232575585552734	0.0004478282345849
CEP162	ENSG00000135315	0.113739620885858	0.174176888731086	0.131382289203947	0.117434514938855	0.0479296523593999
TBX18	ENSG00000112837	0.0010447081558948	0.0	0.0311397780710429	0.0019135026442396	0.0
NT5E	ENSG00000135318	0.167398707316919	0.0011986452820437	0.0104918628395775	0.0893399302302921	0.0217239048524468
SNX14	ENSG00000135317	0.233250066826396	0.290569284400758	0.2681827166158	0.234707935974752	0.179672156942528
SYNCRIP	ENSG00000135316	1.28326333226735	1.13053425047358	0.670881159230947	0.99593478280791	0.800826743342204
RP11-393I2.4		0.0899483373871842	0.0102677878700242	0.045289780312795	0.0179486444526141	0.0107497944151318
ZNF292	ENSG00000188994	0.505660798364917	0.679489902672117	0.349594823323488	0.464690137708373	0.472569462695068
SMIM8	ENSG00000111850	0.114365972599362	0.368220165130077	0.142046869168921	0.158625285891062	0.093653524018282
SLC35A1	ENSG00000164414	0.30588968712988	0.346152927205755	0.322271553869312	0.284929398523458	0.256877033002878
RARS2	ENSG00000146282	0.228341966902122	0.32224065618959	0.174674683263359	0.194859080761777	0.167706734207482
ORC3	ENSG00000135336	0.104081203993981	0.225045275353294	0.123425049750673	0.163053558137605	0.104287080404455
AKIRIN2	ENSG00000135334	0.794160134692567	0.830489601599369	0.384723940393982	0.792196696260245	1.22786739397173
CNR1	ENSG00000118432	0.0071374763730556	0.0	0.0270611978170487	0.0007148255444067	0.0036392724075461
RNGTT	ENSG00000111880	0.0621218455964783	0.0948724849157653	0.0721898911572159	0.0530418280270739	0.0943541939683971
PNRC1	ENSG00000146278	7.3696561160518	2.62715444688162	9.86003759266715	11.03409192484	5.45715462682805
SRSF12	ENSG00000154548	0.0075824309640231	0.0306656117829103	0.0088240548483994	0.0428363164162378	0.0126737301114298
PM20D2	ENSG00000146281	0.087855988697825	0.222059525508139	0.177855631869979	0.165105276571422	0.0890863299263939
UBE2J1	ENSG00000198833	0.996426917607497	0.421584201022421	0.552681040802509	0.530761104762622	0.515173049890549
RRAGD	ENSG00000025039	0.0060955230703635	0.0257130525826812	0.010870184075982	0.009601087406681	0.0258375784956465
ANKRD6	ENSG00000135299	0.0432775631903949	0.371523323778775	0.0407456596034894	0.0850388665536006	0.0212169427896088
LYRM2	ENSG00000083099	0.316608614953749	0.224990276630484	0.254278529094655	0.254814347687234	0.332272437885695
MDN1	ENSG00000288121	0.0990985278259782	0.136131088809562	0.0525564356268634	0.080677460489527	0.0739135903587209
CASP8AP2	ENSG00000288475	0.17372193944457	0.214484116297309	0.210540966595094	0.135464832818398	0.0844251283072447
BACH2	ENSG00000112182	0.0193253723668973	0.0355717882595536	0.032463803095442	0.129512694750738	0.151006817650598
MAP3K7	ENSG00000135341	0.149075020636538	0.436396798829516	0.149350434024754	0.17946191402229	0.192094649570787
EPHA7	ENSG00000135333	0.0507124200336443	0.0373648191863967	0.0083329925307576	0.0254945768387337	0.0050226071289632
MANEA-AS1	ENSG00000261366	0.0173446688067551	0.048161153882169	0.0030114306102698	0.0163316103712882	0.0596841294655445
MANEA	ENSG00000172469	0.0594480028030197	0.177318512412564	0.0495425556131728	0.0848527593868645	0.03393138924804
UFL1	ENSG00000014123	0.348500404173565	0.335441116450667	0.435529149832688	0.382480568046609	0.203317134788418
FHL5	ENSG00000112214	0.007925895544237	0.0019136726540484	0.68152595678787	0.0459018742244191	0.0138033385536063
GPR63	ENSG00000112218	0.0027128446093548	0.230710463428556	0.0137215685505827	0.0272942651222347	0.0031806665270719
NDUFAF4	ENSG00000123545	0.302961151175739	0.793466076268905	0.360873364286575	0.554277274743253	0.342739104790726
KLHL32	ENSG00000186231	0.0012487716580738	0.0528068620304293	0.0	0.0179743591032855	0.0033993333039591
MMS22L	ENSG00000146263	0.0257358435474433	0.117704955097432	0.0146627912243276	0.0270680811813308	0.0349534004913587
FBXL4	ENSG00000112234	0.0940054109357873	0.108121988206198	0.0728223932056803	0.0916706806657323	0.0363275150841651
FAXC	ENSG00000146267	0.0005645376816148	0.0030097370808288	0.00329467493427	0.0078169860936403	0.0018436804456939
COQ3	ENSG00000132423	0.0471882348432171	0.118385002473868	0.0553925414876335	0.0571507526909076	0.0231059613412213
PNISR	ENSG00000132424	2.69219161855582	2.43940476311838	2.02361937453375	3.23075663814922	2.3252278080379
RP11-98I9.4		0.0095527064621307	0.0065210132776776	0.0081373486805143	0.0031058412567098	0.0057911817881079
USP45	ENSG00000123552	0.0473964991630764	0.0607735431521988	0.0491527241122639	0.0358916172748647	0.0273074546568114
TSTD3	ENSG00000279170	0.024632995491167	0.0261570495618757	0.0531669307206961	0.0285786737766717	0.0112765587071893
CCNC	ENSG00000112237	0.481459493224871	0.524750514931112	0.44920454112946	0.465368749630373	0.431558758499278
RP1-199J3.7		0.0022423675372193	0.0012019374803904	0.000577311607635	0.0037542456680876	0.0
ASCC3	ENSG00000112249	0.142911966086136	0.203007102886769	0.133552439201681	0.129242963506433	0.165166539103622
RP3-467N11.1		0.0148458934454647	0.0243608282530684	0.0448322862146642	0.0173499100427583	0.0043679671367384
HACE1	ENSG00000085382	0.104892750185778	0.0726196654987549	0.0426362998437179	0.0514729730477272	0.0383223772401111
PREP	ENSG00000085377	0.0737808102092711	0.138223069213459	0.0669560898447932	0.0745297495000483	0.150610713543294
PRDM1	ENSG00000057657	0.247268431117201	0.673135975626453	0.0805818957944432	0.0948551320213685	0.609365181977578
ATG5	ENSG00000057663	0.311326263381831	0.352593812868186	0.247007290446794	0.291185699396603	0.488077036131279
AIM1	ENSG00000281919	0.104552473622205	0.0043461264502569	0.0010585310510557	0.0044319972523913	0.510275149564596
RTN4IP1	ENSG00000130347	0.0120011456856764	0.0565447893039559	0.0200607569079659	0.0129368002906464	0.0099276178717174
QRSL1	ENSG00000130348	0.106299240520836	0.158270038125778	0.0736863164877781	0.0713499938320447	0.0872914113273546
C6orf203		0.0951702197739565	0.228248237195839	0.119205919521831	0.0877956682912933	0.0651473238373674
BEND3	ENSG00000178409	0.0076950563386452	0.0131032346580692	0.0117915982596103	0.0063019164398148	0.0045873649021219
PDSS2	ENSG00000164494	0.0933224405677834	0.114214189643995	0.100520783214374	0.0904606490553848	0.0484523518210966
SOBP	ENSG00000112320	0.0070018169498159	0.705857656172368	0.0661491359872196	0.0994826571056828	0.0073942993545843
SCML4	ENSG00000146285	0.000794945689156	0.0	0.0	0.0008172284123928	0.0784934346462721
SEC63	ENSG00000025796	0.681189141923376	0.85545040168373	0.889772319981125	1.2624366729715	0.589978042277938
RP1-191J18.66		0.029670869187436	0.0088363899293165	0.0243488310787876	0.0331120459432785	0.0032541703731964
OSTM1	ENSG00000081087	0.178449449784305	0.0776510009649159	0.226882750226294	0.139369006166916	0.285216768624629
SNX3	ENSG00000112335	5.18251589480767	3.79524529289203	3.83404014221389	4.18403778261528	3.82794908196009
LACE1	ENSG00000135537	0.0172983481797854	0.0315030893596713	0.0132594585851786	0.011303839083164	0.0083312714331309
FOXO3	ENSG00000118689	0.474158119195154	0.396273289315751	0.822774067224663	0.792959861292149	0.44286942185201
ARMC2	ENSG00000118690	0.009558435747517	0.0148993747893967	0.0307824582906971	0.0153213621831444	0.0089107320720388
SESN1	ENSG00000080546	0.10062700932108	0.104882853889109	0.149497017918379	0.256229863629368	0.251528024779617
CEP57L1	ENSG00000183137	0.0841097063839603	0.146208966412454	0.126718931228755	0.080338097570025	0.024150230376092
CD164	ENSG00000135535	1.48109145086363	2.16454327155922	2.38455618278371	2.16258075505164	2.3468427121074
RP11-425D10.10		0.0962307735040029	0.0071653997178712	0.0348550263333301	0.0299297912429482	0.0215804881335482
PPIL6	ENSG00000185250	0.0200718475588173	0.0722814244380924	0.0303268149753828	0.0315204965730238	0.0054149851437517
SMPD2	ENSG00000135587	0.0254629053885899	0.0466045370086113	0.0254931689596005	0.0234585897859291	0.0627092411621019
MICAL1	ENSG00000135596	0.0358296047226269	0.0308333322062713	0.785296868008512	0.0354810206759719	0.160199995465741
ZBTB24	ENSG00000112365	0.0443618830270611	0.0648212671387307	0.0414573074868348	0.0401494674902661	0.123462209439957
AK9	ENSG00000155085	0.113942169259569	0.148971849367502	0.0712885659984461	0.0589515959265126	0.0547383933634582
FIG4	ENSG00000112367	0.0569497135327754	0.111840029276818	0.101493205432606	0.0641553031726709	0.0562902236915209
WASF1	ENSG00000112290	0.042573987774536	1.15150550663457	0.0258293607856214	0.239494800369051	0.0423423927193034
CDC40	ENSG00000168438	0.210572108886112	0.319909313386182	0.313052593690218	0.318012787575088	0.483489862204908
DDO	ENSG00000203797	0.0164048943904807	0.0004906571413825	0.0291110115737342	0.0010522548596622	0.0012966360762767
CDK19	ENSG00000155111	0.122567714645264	0.219380038032286	0.110213499922417	0.148935380259685	0.0667007164451447
AMD1	ENSG00000123505	2.11363941087225	0.622063679389188	2.8810108327317	2.67883140459397	1.60782411295362
GTF3C6	ENSG00000155115	0.510048921000047	1.07351321545555	0.392452940798148	0.442641065069406	1.07341892805979
RPF2	ENSG00000197498	0.839740595628679	0.509139322919783	0.702131234555368	0.937455875181381	0.33716318320385
SLC16A10	ENSG00000112394	0.0022911379326562	0.0439438295069887	0.0085508012717644	0.0298137173178738	0.143597199777979
KIAA1919	ENSG00000173214	0.0432943052658154	0.0658095838612	0.028989656674368	0.0309397610207724	0.0377996952440479
RP5-1112D6.4		0.0027832870702228	0.0377959475677498	0.0016492779482298	0.0025221764303927	0.0066745638060438
REV3L	ENSG00000009413	0.659312981102404	0.544522804868949	0.344213339870629	0.28607679910285	0.537581154806571
TRAF3IP2-AS1	ENSG00000231889	0.0598096438415386	0.0863250570003067	0.0673319373473939	0.054186130953107	0.0397093158073468
TRAF3IP2	ENSG00000056972	0.161826291956566	0.112651545578169	0.128115353719202	0.0746651494410992	0.0370848993772789
C6orf3		0.0268532808686063	0.0099445212804363	0.0207046826771233	0.0154347309752083	0.0035459795878119
FYN	ENSG00000010810	0.319796268592367	0.224905260644372	0.0374916446462567	0.126402438383061	2.1066088164035
TUBE1	ENSG00000074935	0.238521498063504	0.210249374603	0.194722916235943	0.216836319158326	0.0989999526174723
FAM229B	ENSG00000203778	0.0764826798582778	0.5352267884531	0.198829140992323	0.220817594218527	0.0371650023763368
LAMA4	ENSG00000112769	1.10306267720369	0.0421163424530561	0.278124397231202	0.977208871836543	0.0923102312393179
RP1-142L7.9		0.0201853265417066	0.0	0.0	0.00784323381246	0.0
RP1-142L7.8		0.0971166633768192	0.0002713989598634	0.0076737105470789	0.0584168257422359	0.0093447397815939
MARCKS	ENSG00000277443	1.34744724211172	4.06324552213635	0.258829214028041	1.01853177537545	0.87450688253829
LINC01268	ENSG00000227502	0.0718983716238787	0.0	0.0	0.0010162182325396	0.0005788024819744
RP11-544L8--B.4		0.01488304289337	0.0004387980881567	0.0	0.0008341787604315	0.0013207084160067
HDAC2	ENSG00000196591	0.741984089790021	2.85837046029165	0.876752793486183	1.36678406125915	0.554598061836104
RP3-399L15.3		0.0022903888665915	0.0254218855241233	0.0	0.0052136898094238	0.0120817462919129
FRK	ENSG00000111816	0.0046365893495239	0.0003108719538628	0.163086791836319	0.0043934792699978	0.0
NT5DC1	ENSG00000178425	0.137852636739958	0.150194381423243	0.405844742414894	0.122320107814785	0.0803950228662836
TSPYL4	ENSG00000187189	0.0981609485365381	0.237180363093968	0.111940827483203	0.21146567346818	0.104177295448062
DSE	ENSG00000111817	0.0618355043812598	1.07550439945424	0.155342578522611	0.79868051304692	0.492850683134105
RP3-486I3.7		0.0094735445907956	0.0065355923811495	0.0009973695375815	0.0103328866690427	0.0048562265565663
TSPYL1	ENSG00000189241	0.665941615095975	1.1025232212677	1.02038710249154	2.2692811540653	0.940778001217643
FAM26F	ENSG00000188820	0.106484855464962	0.124242727665969	0.0117785070496049	0.0719892945486511	0.297643478250528
TRAPPC3L	ENSG00000173626	0.0042221816281762	0.0008736857135096	0.0074986534631255	0.0083165335071415	0.0016747447982007
RWDD1	ENSG00000111832	1.40692030476983	1.55760921322991	1.93217947658838	1.87890459443396	1.46350829011108
RSPH4A	ENSG00000111834	0.0333692088237378	0.0054143557521486	0.002129105147566	0.0056966264756823	0.002497715215007
ZUFSP	ENSG00000153975	0.0896313352333481	0.133883709252727	0.0477431214816049	0.0433113947560951	0.181724656687298
KPNA5	ENSG00000196911	0.203246170396395	0.29820420394358	0.1895434040236	0.333517097750606	0.220455626251126
FAM162B	ENSG00000183807	0.0246164235437034	0.0013288633616376	0.66988318890181	0.0087253254836697	0.0054081875295979
DCBLD1	ENSG00000164465	0.130523951039644	0.116879951984575	0.0175959442584643	0.0505323719348291	0.104684734592428
GOPC	ENSG00000047932	0.308170260017797	0.415440453370279	0.346589799854687	0.382454646948713	0.302606989324005
NUS1	ENSG00000153989	0.238479455005013	0.275756919910306	0.22886521264624	0.269736957212886	0.437377483890042
CEP85L	ENSG00000111860	0.221487394872967	0.163666634422107	0.300459776287232	0.339954197432863	0.185691063262789
PLN	ENSG00000198523	0.04628957085022	0.0069274030009276	6.53704487752506	0.0718213075463387	0.0472180262774503
MCM9	ENSG00000111877	0.0614300139524274	0.0888665421892816	0.0458699878024896	0.0300855633148967	0.0506025018502466
ASF1A	ENSG00000111875	0.241591351160821	0.816163057158853	0.273877806065079	0.406523553966282	0.648325943460266
FAM184A	ENSG00000111879	0.0268535945588483	0.0622173395330831	0.038401228799132	0.0704635995944925	0.0180864375713933
MAN1A1	ENSG00000111885	0.265431772210876	0.23597701075059	0.0472533396330946	0.135330789225013	0.171390770579364
TBC1D32	ENSG00000146350	0.0316271480907405	0.126484340443924	0.0135794230803445	0.0537056738627301	0.0438028492673008
GJA1	ENSG00000152661	1.39041622527029	4.92272388757043	0.0395010063096978	0.931395941883143	0.122479067656533
HSF2	ENSG00000025156	0.10873731284694	0.324113605845309	0.126621278792822	0.297835995082211	0.0781599449696418
SERINC1	ENSG00000111897	1.00422045237942	0.602582660032673	0.700626026626843	0.886653772641444	1.00511213377854
PKIB	ENSG00000135549	0.0024399012654869	0.0109263863163791	0.0067700105174183	0.0030679237429133	0.29045949789948
SMPDL3A	ENSG00000172594	0.0692863851699218	0.0347259802831357	0.0237152593183634	0.215361640994235	0.0455226942050939
RNF217	ENSG00000146373	0.213920168711493	0.112180074089469	0.0592262824618493	0.146779174815181	0.0233847571833049
TPD52L1	ENSG00000111907	0.856641605293226	0.293532575509187	0.0141476020299742	0.0464565925168467	0.0232278756625203
HDDC2	ENSG00000111906	0.0759751219251745	1.131379397067	0.413760776776474	0.33243295504453	0.265595487601269
HEY2	ENSG00000135547	0.029568551970216	1.17544072383374	0.717879439244565	0.155743844963674	0.0234115834555566
NCOA7	ENSG00000111912	2.05243437114381	0.22549144054533	0.20122727495883	0.414876405555263	0.374214010458272
HINT3	ENSG00000111911	0.182683500866754	0.201910224229461	0.251312369539933	0.142986022890826	0.123807257739896
TRMT11	ENSG00000066651	0.127823179134782	0.21268364736314	0.218371086482134	0.222424135033135	0.113416052619464
CENPW	ENSG00000203760	0.0464597981122761	0.455494835774309	0.0348000394852349	0.0950109488435085	0.151766159228607
RSPO3	ENSG00000146374	0.203211757180853	0.0	0.0	0.0005365072332011	0.0056600222025225
RNF146	ENSG00000118518	0.307975399444635	0.574260379837	0.329550762175116	0.347952914236892	0.273771908202069
ECHDC1	ENSG00000093144	0.283147418437656	0.405898312156823	0.135559064559708	0.306121203449376	0.414747090560093
KIAA0408	ENSG00000189367	0.0016490281526536	0.0	0.0049756714833429	0.0280885761928552	0.00118989866466
PTPRK	ENSG00000273993	0.251607723153224	0.141844391518335	0.281812698755952	0.30172301312997	0.029344003357981
LAMA2	ENSG00000196569	0.0786189804658319	0.0128069540301437	0.0265080823033943	0.176218746514398	0.0154984815389923
ARHGAP18	ENSG00000146376	0.502739469681692	0.658723817807911	0.0345483063311459	0.0719188603256707	0.220135298012903
L3MBTL3	ENSG00000198945	0.0469839352771702	0.241377251532709	0.05266127145173	0.0817473317738826	0.0779927875150722
SAMD3	ENSG00000164483	0.0042522058818271	0.0450465012048231	0.0115038440573238	0.0062451048286157	0.736295036526932
TMEM200A	ENSG00000164484	0.0032965032279624	0.41905177975429	0.0576232654001482	0.0633442731535099	0.0510962802719466
EPB41L2	ENSG00000079819	0.304857697804142	1.31572424085792	0.475450650651757	0.547401523719661	0.143603866598799
AKAP7	ENSG00000118507	0.0361330817370809	0.154101641509624	0.02414353839686	0.0440442546550255	0.050164666997158
MED23	ENSG00000112282	0.09453165315308	0.167357492395235	0.0355704673246423	0.067943990097969	0.143566488483048
ENPP3	ENSG00000154269	0.0060568778057693	0.000483085693339	0.0	0.0006752242651417	0.0005125563491636
ENPP1	ENSG00000197594	0.009938068750623	0.110004107662969	0.0579863447013638	0.0553127559738675	0.0063272908211676
CTGF	ENSG00000118523	31.1898624033285	5.49869563105985	7.87984236340515	4.11620103511722	0.782835120422276
RP11-69I8.3		0.0111602625929333	0.0008345774994436	0.0054701442454489	0.0071229231514702	0.0165351037526155
LINC01013	ENSG00000228495	0.182931575406289	0.0023233588661519	0.0007512049703326	0.0015670726661027	0.0102683706477073
STX7	ENSG00000079950	0.271506216134536	0.346655832395125	0.313102376353721	0.251113572583963	0.410718091896756
SLC18B1	ENSG00000146409	0.141380187439628	0.103704277754885	0.0737805124722288	0.0778684840043525	0.0558702377596031
RPS12	ENSG00000112306	24.8586539399457	20.7939954795755	21.9879546380016	32.4279692871659	29.5675856468052
TARID	ENSG00000227954	0.0112006766564042	0.0063209000963998	0.012906933296249	0.0664829897791086	0.0121556542865814
TCF21	ENSG00000118526	0.0994585001791038	0.0309311047701971	0.453001257607389	2.66579733095152	0.102038220706957
TBPL1	ENSG00000028839	0.500223424526711	0.523717528536737	0.556851741766632	0.599446160538365	0.78176649881926
SLC2A12	ENSG00000146411	0.0005188075519702	0.0007208435194876	0.0	0.0043687139019932	0.0
SGK1	ENSG00000118515	2.76814579294173	2.09808934599118	1.42909849026079	5.2296211083055	1.05249629852197
HBS1L	ENSG00000112339	0.226994131768382	0.354104437279451	0.224816737387979	0.338975073668246	0.402773661859949
AHI1	ENSG00000135541	0.586287340097673	0.21610136021307	0.39283012169664	0.541201677501278	0.528698210901923
LINC00271	ENSG00000231028	0.0057342572279283	0.0062245095336362	0.0046382353799629	0.0076787260801638	0.0027587815448609
PDE7B	ENSG00000171408	0.305915123364991	0.240140610076139	0.0191076510578526	0.0746740794785147	0.0296909484348011
RP13-143G15.4		0.0205065903524598	0.0	0.0	0.0005818556500827	0.000783785730538
MTFR2	ENSG00000146410	0.0551089638697588	0.0435751381176542	0.0486667695257428	0.0488099307479405	0.0137407271286367
BCLAF1	ENSG00000029363	2.09801595305651	1.2100088805121	1.37670439124634	1.46042749680482	1.34917777946059
MAP7	ENSG00000135525	0.0043634907915939	0.0054734414108303	0.0171421928171967	0.0137609434423563	0.0177447606422806
RP3-325F22.5		0.0107385789657415	0.0752065830769563	0.0890083629340145	0.211361346020926	0.0645711808171241
MAP3K5	ENSG00000197442	0.0275996397754914	0.300595825155758	0.113708564732396	0.238643335690654	0.0877727668302969
PEX7	ENSG00000112357	0.0776035117781986	0.101689042103272	0.0935144706291837	0.0667160017018005	0.023766583728282
IL20RA	ENSG00000016402	0.0075713022970957	0.0002776434677502	0.0033744916630464	0.0523936871283774	0.0024417215992983
IFNGR1	ENSG00000027697	1.78774720825983	0.255645772804785	0.507772031197984	0.776024279412686	1.41901800569828
RP11-356I2.4		0.109144811200707	0.0211058559562352	0.020273563175954	0.0954735035010318	0.125432709050785
TNFAIP3	ENSG00000118503	0.727350600587286	0.447322803729218	0.183914446499058	0.689397088277506	2.42813588411252
PERP	ENSG00000112378	0.174859542439212	0.0071206872487713	0.150120776911688	0.0457563668861034	0.403116633299946
ARFGEF3	ENSG00000112379	0.0451192102076913	0.0	0.0016251690582112	0.000829251641193	0.0
HEBP2	ENSG00000051620	0.285327460851708	0.305906112802471	0.277641715628755	0.249837027448574	0.253366257615711
NHSL1	ENSG00000135540	0.0464367873977389	0.0489611116410154	0.0261542240305422	0.0277665284606891	0.0056808251822427
RP11-390P2.4		0.0150331274003308	0.0565768485239201	0.0437949424016426	0.0087367729355445	0.0051513910325422
CCDC28A	ENSG00000024862	0.352275856220328	0.510518971236476	0.189840761899853	0.197748906089065	0.364111439637285
REPS1	ENSG00000135597	0.130653992682933	0.148512831999006	0.079864187205276	0.118376564268494	0.210321567386362
ABRACL	ENSG00000146386	0.272048989720326	1.41932180922491	0.0499158557652269	0.0582226022887982	1.67163894609273
HECA	ENSG00000112406	0.308663908207971	0.207054624110164	0.115968791278429	0.302062432985208	0.438410031222554
RP1-225E12.2		0.0004054069941625	0.0	0.0	0.00241791508371	0.0023788691712352
TXLNB	ENSG00000164440	0.0086648769982279	0.0093731641340798	0.0004116910374037	0.0778281301467454	0.0042216681928117
CITED2	ENSG00000164442	3.5422703218395	8.01248308441049	4.25249899852666	4.64569256519389	1.54855794195109
RP3-332B22.1		0.0	0.0043784511933997	0.0	0.0052477026011423	0.0
VTA1	ENSG00000009844	0.166760637724177	0.218218856717505	0.0992297439795021	0.114177756597059	0.235541370467995
ADGRG6	ENSG00000112414	0.518786242437521	0.0109654133242678	0.0048930438103619	0.0025241034742354	0.0196945962813936
HIVEP2	ENSG00000010818	0.228631552218754	0.0920525729691221	0.139691287038523	0.207989276043813	0.227156260496348
RP1-67K17.4		0.0079099383617191	0.0	0.0046511074827918	0.00721327080237	0.0120528725019722
RP11-439L18.1		0.0065374562869972	0.0014596043499086	0.005230048280682	0.0035440507509814	0.0
LINC01277	ENSG00000229017	0.0035635131053608	0.0023892887263756	0.0007012845007429	0.0006212707357703	0.0
RP1-45I4.3		0.0087189632616821	0.0010579767489588	0.0022383538294256	0.0017510586527959	0.000637747862301
AIG1	ENSG00000146416	0.37345257494259	0.386510145652654	0.56702780541301	0.414934417827056	0.108084164095598
ADAT2	ENSG00000189007	0.052074706593959	0.0586818190881934	0.0249314075421967	0.0227960582322392	0.0076410937141208
PEX3	ENSG00000034693	0.128352853158704	0.143569400433738	0.151549854599147	0.139838422435789	0.148905181566279
FUCA2	ENSG00000001036	0.220225631901869	0.386240591877732	0.208431145262297	0.330336578752263	0.170895547142252
PHACTR2	ENSG00000112419	1.39558741025205	0.670640928990775	0.620645840367959	0.422065714818948	0.303110636946205
LTV1	ENSG00000135521	0.272965518884919	0.230820792679573	0.226913738527736	0.232693932255666	0.216172777791239
PLAGL1	ENSG00000118495	0.0948567789515938	0.336670302942821	0.273778120342411	0.375630592430499	0.0966573035777727
